,Old Family #,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,Unnamed: 12,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
31,10,Linear Programming,2.0,,111.0,,,1,1,O(n^6 * L^2 logL loglogL),Any distribution (runtime is same regardless of input),(same behavior across all inputs?),[https://www.sciencedirect.com/science/article/abs/pii/0041555380900610 Khachiyan Ellipsoid algorithm  (1979)],Khachiyan Ellipsoid algorithm,1979,https://www.sciencedirect.com/science/article/abs/pii/0041555380900610,,,,1,1->2,7,"n: 7,
L: 5.02",O(n^6 * L^2 \log L \log\log L),"n: number of variables
m: number of constraints
L: length of input, in bits",n,,,Word RAM,words,3,"n: 3,
m: 3,
L: 3",O(nmL),see orginal paper (noting that O(alpha*log(H*alpha)) = O(L)),0.0,1.0,,0,,0,,0,0,,0,0,"https://en.wikipedia.org/wiki/Linear_programming#Ellipsoid_algorithm,_following_Khachiyan",Linear programming (LP; also called linear optimization) is a method to achieve the best outcome (such as maximum profit or lowest cost) in a mathematical model whose requirements are represented by linear relationships. Linear programming is a special case of mathematical programming (also known as mathematical optimization).,,,,,,,,,,225400229426.0,Inf,,7.13E+24,Inf,,2.25E+38,Inf,,1,,,Numerical Analysis
32,12,Convex Hull,2.0,2-dimensional,127.0,,,1,1,O(n^3),Any distribution (runtime is same regardless of input),(same behavior across all inputs),[- Brute Force (1935)],Brute Force,1935,-,1,1.0,http://math.uaa.alaska.edu/~afkjm/cs351/handouts/bruteforce,1,0,6,n: 6,O(n^3),"n: number of line segments
h: number of points on the convex hull",n,,,Real RAM,words,3,n: 3,O(n),can be easily derived,1.0,0.0,,0,,0,,0,0,,0,0,,"the convex hull or convex envelope or convex closure of a set X of points
 in the Euclidean plane or in a Euclidean space
 (or; more generally; in an affine space over the reals) is the smallest 
convex set that contains X. ",,,h = n^0.5,1000.0,,1000000.0,,1000000000.0,,1000000000.0,1,,1.00E+18,1,,1.00E+27,1,,3,,,Image Processing
33,12,Convex Hull,2.0,2-dimensional,128.0,,,1,1,O(nh),^see above,^see above,[https://linkinghub.elsevier.com/retrieve/pii/0020019073900203 Jarvis (1973)],Jarvis,1973,https://linkinghub.elsevier.com/retrieve/pii/0020019073900203,,,,0,0,3,"n: 3,
h: 3",O(nh),"n: number of line segments
h: number of points on the convex hull",n,,,Real RAM,words,1,n: 1,O(1),can be easily derived,1.0,0.0,,0,,0,,0,0,,0,0,,"the convex hull or convex envelope or convex closure of a set X of points
 in the Euclidean plane or in a Euclidean space
 (or; more generally; in an affine space over the reals) is the smallest 
convex set that contains X. ",,,h = n^0.5,1.0,0.1993539462,1.0,0.4384498883,1.0,0.7252105499,31622.7766,31622.7766,0.3134727062,1000000000,1000000000,0.7252105499,31622776601684,31622776601684,1.26601697,3,,,Image Processing
34,14,Minimum Spanning Tree (MST),2.0,"Undirected, General MST",157.0,,,1,1,O(E + Vlog^2(V)),Either full or random graphs whose cost edges are assigned at random independently of the rest (using any continuous distribution),https://dl.acm.org/doi/10.5555/2791171.2791187,[https://link.springer.com/chapter/10.1007/BFb0028279 Kruskal’s algorithm with demand-sorting (1991)],Kruskal’s algorithm with demand-sorting,1991,https://link.springer.com/chapter/10.1007/BFb0028279,,,,0,0,5.01,"V: 5.01,
E: 3",O(E \log V),"V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,5,"E: 3,
V: 5",O(E),can be easily derived,1.0,0.0,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,32120.0,0.1580012453,,,,,,,,5,,,Combinatorics
35,14,Minimum Spanning Tree (MST),2.0,"Undirected, General MST",158.0,,,1,1,O(E + Vlog^2(V)),Either full or random graphs whose cost edges are assigned at random independently of the rest (using any continuous distribution),https://dl.acm.org/doi/10.5555/2791171.2791187,[https://dl.acm.org/citation.cfm?id=2791187 Quick Kruskal algorithm (2006)],Quick Kruskal algorithm,2006,https://dl.acm.org/citation.cfm?id=2791187,,,,0,0,5.01,"V: 5.01,
E: 3",O(E \log V),"V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,5,"E: 3,
V: 5",O(E),can be easily derived,1.0,0.0,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,32120.0,0.1580012453,,,,,,,,5,,,Combinatorics
36,14,Minimum Spanning Tree (MST),2.0,"Undirected, General MST",162.0,,,1,1,O(E),Randomness within the algorithm steps themselves,http://cs.brown.edu/research/pubs/pdfs/1995/Karger-1995-RLT.pdf,[http://cs.brown.edu/research/pubs/pdfs/1995/Karger-1995-RLT.pdf Karger; Klein & Tarjan (1995)],Karger; Klein & Tarjan,1995,http://cs.brown.edu/research/pubs/pdfs/1995/Karger-1995-RLT.pdf,4,1.0,http://cs.brown.edu/research/pubs/pdfs/1995/Karger-1995-RLT.pdf,1,5->6,5,"V: 5,
E: 3","O(min(V^2, ElogV))","V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,5,"E: 3,
V: 5",O(E),can be easily derived,1.0,0.0,,1,Las Vegas,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,583.0,8.704974271,0.04012774621,583333.3333,18.66853416,0.05465664879,583333333.3,28.63431845,0.06289129891,5,,,Combinatorics
37,20,LU Decomposition,2.0,Square Matrix LU Decomposition,209.0,,,1,1,O(n^3),Any,,[ Doolittle Algorithm (1878)],Doolittle Algorithm,1878,,2,1.0,https://www.geeksforgeeks.org/doolittle-algorithm-lu-decomposition/,1,0,4.5,"n: 6,
n^2: 4.5",O(n^3),n: dimension of square matrix,n^2,,,Word RAM,words,1,"n: 1,
n^2: 1",$\tilde{O}(1)$,Derived: only storing 1 intermediate variable,1.0,0.0,,0,,0,,0,0,,0,0,,"lower–upper (LU) decomposition or factorization factors a matrix as the product
 of a lower triangular matrix and an upper triangular matrix.",,,,,,,,,,1000000000.0,1,,1.00E+18,1,,1.00E+27,1,,3,"This is essentially just Gaussian elimination

Original paper is ""Method employed in the solution of normal equations and the adjustment of a triangularization""",,Numerical Analysis
38,20,LU Decomposition,2.0,Square Matrix LU Decomposition,210.0,,,1,1,O(n^3),,,[https://en.wikipedia.org/wiki/Crout_matrix_decomposition Crout and LUP algorithms (2007)],Crout and LUP algorithms,2007,https://en.wikipedia.org/wiki/Crout_matrix_decomposition,,,,0,0,4.5,"n: 6,
n^2: 4.5",O(n^3),n: dimension of square matrix,n^2,,,Word RAM,words,1,"n: 1,
n^2: 1",$\tilde{O}(1)$,Derived: only storing 1 intermediate variable,1.0,0.0,,0,,0,,0,0,,0,0,,"lower–upper (LU) decomposition or factorization factors a matrix as the product
 of a lower triangular matrix and an upper triangular matrix.",,,,,,,,,,1000000000.0,1,,,,,,,,3,Slight variation of Doolittle,,Numerical Analysis
39,20,LU Decomposition,2.0,Square Matrix LU Decomposition,215.0,,,1,0,O(n^3),,,[https://arxiv.org/abs/math/0506382 Okunev; Johnson (1997)],Okunev; Johnson,1997,https://arxiv.org/abs/math/0506382,,,,0,0,6,"n: 6,
n^2: 4.5",O(n^3),n: dimension of square matrix,n^2,,,Word RAM,words,1,"n: 1,
n^2: 1",$O(1)$,Derived: all in-place calculations,1.0,0.0,,0,,0,,0,0,,0,0,,"lower–upper (LU) decomposition or factorization factors a matrix as the product
 of a lower triangular matrix and an upper triangular matrix.",,,,,,,,,,9965.0,100351.2293,,,,,,,,3,,,Numerical Analysis
40,21,Informed Search,2.0,Informed Search,217.0,,,1,1,O(b^d),,,[https://ieeexplore.ieee.org/document/4082128/ A* Algorithm (1968)],A* Algorithm,1968,https://ieeexplore.ieee.org/document/4082128/,,,,0,0,8,"b: 7,
d: 8",O(b^d),"b: branching factor (the average number of successors per state)
d: the depth of the solution (the shortest path)",d,,,,,8,"b: 7,
d: 8",O(b^d),https://en.wikipedia.org/wiki/A*_search_algorithm: Stores all generated nodes in memory,1.0,0.0,,0,,0,,1,0,,0,0,https://www.cs.auckland.ac.nz/compsci767s2c/projectReportExamples.d/astarNilsson.pdf,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,,,,,,,,inf,1,,,,,,,,1,,,Robotics
41,21,Informed Search,2.0,Informed Search,218.0,,,1,1,O(b^{(d/2)}),,https://arxiv.org/pdf/1703.03868.pdf for experimental results,[https://www.cs.princeton.edu/courses/archive/spr06/cos423/Handouts/EPP%20shortest%20path%20algorithms.pdf Bidirectional A* Algorithm (2007)],Bidirectional A* Algorithm,2007,https://www.cs.princeton.edu/courses/archive/spr06/cos423/Handouts/EPP%20shortest%20path%20algorithms.pdf,2,1.0,http://theory.stanford.edu/~amitp/GameProgramming/Variations.html,1,0,8,"b: 7,
d: 8",$O(b^{(d/2)})$,"b: branching factor (the average number of successors per state)
d: the depth of the solution (the shortest path)",d,,,,,8,"b: 7,
d: 8",O(b^{(d/2)}),Stores all generated nodes in memory,1.0,0.0,,0,,0,,1,0,,0,0,https://en.wikipedia.org/wiki/Bidirectional_search,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,,,,,,,,inf,1,,Inf,1,,Inf,1,,1,,,Robotics
42,21,Informed Search,2.0,Informed Search,224.0,,,1,1,O(b^d),,,[http://idm-lab.org/bib/abstracts/papers/aamas09d.pdf Fringe Saving A* (FSA*) (2008)],Fringe Saving A* (FSA*),2008,http://idm-lab.org/bib/abstracts/papers/aamas09d.pdf,,,,0,0,8,"b: 7,
d: 8",$O(b^d)$,"b: branching factor (the average number of successors per state)
d: the depth of the solution (the shortest path)",d,,,,,8,"b: 7,
d: 8",O(b^d),Stores all generated nodes in memory,1.0,0.0,,0,,0,,1,0,,0,0,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,,,,,,,,inf,1,,,,,,,,1,,,Robotics
43,21,Informed Search,2.0,Informed Search,225.0,,,1,1,O(b^d),,,[http://idm-lab.org/bib/abstracts/papers/aamas08b.pdf Generalized Adaptive A* (GAA*) (2008)],Generalized Adaptive A* (GAA*),2008,http://idm-lab.org/bib/abstracts/papers/aamas08b.pdf,,,,0,0,8,"b: 7,
d: 8",$O(b^d)$,"b: branching factor (the average number of successors per state)
d: the depth of the solution (the shortest path)",d,,,,,8,"b: 7,
d: 8",O(b^d),Stores all generated nodes in memory,1.0,0.0,,0,,0,,1,0,,0,0,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,,,,,,,,inf,1,,,,,,,,1,,,Robotics
44,21,Informed Search,2.0,Informed Search,226.0,,,1,1,O(b^d),,,[https://linkinghub.elsevier.com/retrieve/pii/0004370285900840 Iterative Deepening A* (IDA*) (1985)],Iterative Deepening A* (IDA*),1985,https://linkinghub.elsevier.com/retrieve/pii/0004370285900840,,,,0,0,8,"b: 7,
d: 8",$O(b^d)$,"b: branching factor (the average number of successors per state)
d: the depth of the solution (the shortest path)",d,,,,,8,"b: 7,
d: 8",O(b^d),Stores all generated nodes in memory,1.0,0.0,,0,,0,,1,0,,0,0,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,,,,,,,,inf,1,,,,,,,,1,,,Robotics
45,21,Informed Search,2.0,Informed Search,227.0,,,1,1,O(b^d),,,[http://users.cecs.anu.edu.au/~dharabor/data/papers/harabor-grastien-aaai11.pdf Jump Point Search (JPS) (2011)],Jump Point Search (JPS),2011,http://users.cecs.anu.edu.au/~dharabor/data/papers/harabor-grastien-aaai11.pdf,,,,0,0,8,"b: 7,
d: 8",$O(b^d)$,"b: branching factor (the average number of successors per state)
d: the depth of the solution (the shortest path)",d,,,,,8,"b: 7,
d: 8",O(b^d),Stores all generated nodes in memory,1.0,0.0,,0,,0,,1,0,,0,0,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,,,,,,,,inf,1,,,,,,,,1,,,Robotics
46,21,Informed Search,2.0,Informed Search,228.0,,,1,1,O(b^d),,,[http://idm-lab.org/bib/abstracts/papers/aaai02b.pdf Lifelong Planning A* (LPA*) (2001)],Lifelong Planning A* (LPA*),2001,http://idm-lab.org/bib/abstracts/papers/aaai02b.pdf,,,,0,0,8,"b: 7,
d: 8",$O(b^d)$,"b: branching factor (the average number of successors per state)
d: the depth of the solution (the shortest path)",d,,,,,8,"b: 7,
d: 8",O(b^d),Stores all generated nodes in memory,1.0,0.0,,0,,0,,1,0,,0,0,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,,,,,,,,inf,1,,,,,,,,1,,,Robotics
47,21,Informed Search,2.0,Informed Search,229.0,,,1,1,O(b^d),,,[https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.105.7839 Simplified Memory-Bounded A* (SMA*) (1992)],Simplified Memory-Bounded A* (SMA*),1992,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.105.7839,,,,0,0,8,"b: 7,
d: 8",$O(b^d)$,"b: branching factor (the average number of successors per state)
d: the depth of the solution (the shortest path)",d,,,,,8,"b: 7,
d: 8",O(b^d),Stores all generated nodes in memory,1.0,0.0,,0,,0,,1,0,,0,0,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,,,,,,,,inf,1,,,,,,,,1,,,Robotics
48,21,Informed Search,2.0,Informed Search,230.0,,,1,1,O(b^d),,,[http://idm-lab.org/bib/abstracts/papers/aaai07a.pdf Theta* (2010)],Theta*,2010,http://idm-lab.org/bib/abstracts/papers/aaai07a.pdf,,,,0,0,8,"b: 7,
d: 8",$O(b^d)$,"b: branching factor (the average number of successors per state)
d: the depth of the solution (the shortest path)",d,,,,,8,"b: 7,
d: 8",O(b^d),Stores all generated nodes in memory,1.0,0.0,,0,,0,,1,0,,0,0,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,,,,,,,,inf,1,,,,,,,,1,,,Robotics
49,21,Informed Search,2.0,Informed Search,231.0,,,1,1,O(b^d),,,[https://papers.nips.cc/paper/2382-ara-anytime-a-with-provable-bounds-on-sub-optimality.pdf Anytime Repairing A* (ARA*) (2005)],Anytime Repairing A* (ARA*),2005,https://papers.nips.cc/paper/2382-ara-anytime-a-with-provable-bounds-on-sub-optimality.pdf,,,,0,0,8,"b: 7,
d: 8",$O(b^d)$,"b: branching factor (the average number of successors per state)
d: the depth of the solution (the shortest path)",d,,,,,8,"b: 7,
d: 8",O(b^d),Stores all generated nodes in memory,1.0,0.0,,0,,0,,1,0,,0,0,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,,,,,,,,inf,1,,,,,,,,1,,,Robotics
50,21,Informed Search,2.0,Informed Search,232.0,,,1,1,O(b^d),,,[https://www.cs.du.edu/~sturtevant/papers/TBA.pdf Time-Bounded A* (TBA*) (2009)],Time-Bounded A* (TBA*),2009,https://www.cs.du.edu/~sturtevant/papers/TBA.pdf,,,,0,0,8,"b: 7,
d: 8",$O(b^d)$,"b: branching factor (the average number of successors per state)
d: the depth of the solution (the shortest path)",d,,,,,8,"b: 7,
d: 8",O(b^d),Stores all generated nodes in memory,1.0,0.0,,0,,0,,1,0,,0,0,,"Informed search tries to reduce the amount of search that must be done by making
 intelligent choices for the nodes that are selected for expansion.",,,,,,,,,,inf,1,,,,,,,,1,,,Robotics
51,22,String Search,2.0,Single String Search,233.0,Linear searching,,1,1,O(m(n-m+1)),,Wikipedia claims this is O(n+m),[- Naïve string-search algorithm (1940)],Naïve string-search algorithm,1940,-,1,1.0,https://en.wikipedia.org/wiki/String-searching_algorithm,1,0,5,"m: 3,
n: 3,
m+n: 5",$O(m(n-m+1))$,"m: pattern length
n: length of searchable text",m+n,,,Word RAM,words,1,"n: 1,
m: 1,
s: 1,
m+n: 1",O(1),Derived (pointer algorithm),1.0,0.0,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m:k
150000:50:8",,,,,,,80100.0,1,,80000100000,1,,8.00E+16,1,,4,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.100.7210&rep=rep1&type=pdf,Combinatorics
52,22,String Search,2.0,Single String Search,234.0,Automaton-based,,1,1,O(m+n),,,[https://pdfs.semanticscholar.org/4479/9559a1067e06b5a6bf052f8f10637707928f.pdf Knuth-Morris-Pratt (KMP) algorithm (1977)],Knuth-Morris-Pratt (KMP) algorithm,1977,https://pdfs.semanticscholar.org/4479/9559a1067e06b5a6bf052f8f10637707928f.pdf,,,,0,0,3,"m: 3,
n: 3,
m+n: 3",$O(m+n)$,"m: pattern length
n: length of searchable text",m+n,,,Word RAM,words,3,"n: 1,
m: 3,
s: 1,
m+n: 3",O(m),https://pdfs.semanticscholar.org/4479/9559a1067e06b5a6bf052f8f10637707928f.pdf,0.0,1.0,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m:k
150000:50:8",,,,,,,,,,,,,,,,4,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.100.7210&rep=rep1&type=pdf,Combinatorics
53,22,String Search,2.0,Single String Search,235.0,"Heuristics-based, bad-character and good-suffix heuristics",,1,1,O(mn + s),,,[https://www.cs.utexas.edu/users/moore/publications/fstrpos.pdf Boyer-Moore (BM) algorithm (1977)],Boyer-Moore (BM) algorithm,1977,https://www.cs.utexas.edu/users/moore/publications/fstrpos.pdf,,,,0,0,5,"m: 3,
n: 3,
s: 3,
m+n: 5",$O(mn + s)$,"m: pattern length
n: length of searchable text
s: size of the alphabet",m+n,,,Word RAM,words,1,"n: 1,
m: 1,
s: 3,
m+n: 1",O(s),https://www.cs.utexas.edu/users/moore/publications/fstrpos.pdf,0.0,1.0,,0,,0,,1,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m:k
150000:50:8",,,,,,,,,,,,,,,,4,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.100.7210&rep=rep1&type=pdf,Combinatorics
54,22,String Search,2.0,Single String Search,237.0,"Hashing-based, compare the text and patterns via their hash functions",,1,1,O(m + n),,,[https://pdfs.semanticscholar.org/c47d/151f09c567013761632c89e237431c6291a2.pdf Rabin-Karp (RK) algorithm (1987)],Rabin-Karp (RK) algorithm,1987,https://pdfs.semanticscholar.org/c47d/151f09c567013761632c89e237431c6291a2.pdf,,,,0,0,5,"m: 3,
n: 3,
m+n: 5",$O(mn)$,"m: pattern length
n: length of searchable text",m+n,,,Word RAM,words,1,"n: 1,
m: 1,
s: 1,
m+n: 1",O(1),Derived: only storing a rolling hash,1.0,0.0,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m:k
150000:50:8",,,,,,,,,,,,,,,,4,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.100.7210&rep=rep1&type=pdf,Combinatorics
55,23,Sequence Alignment,2.0,"Edit sequence, global alignment",250.0,,,1,1,O(mn),Any distribution (runtime is same regardless of input),(same behavior across all inputs),[https://www.sciencedirect.com/science/article/pii/0022283670900574 Needleman–Wunsch algorithm (1970)],Needleman–Wunsch algorithm,1970,https://www.sciencedirect.com/science/article/pii/0022283670900574,1,1.0,https://www.sciencedirect.com/science/article/pii/0022283670900574,1,0,5,"m: 3,
n: 3,
m+n: 5",$O(mn)$,"n, m: lengths of input strings; assume n≥m",m+n,,,Word RAM,words,5,"m: 3,
n: 3,
m+n: 5",O(mn),"Uses an m*n array, whose contents are of size O(1)",1.0,0.0,,0,,0,,0,0,,0,0,,"a sequence alignment is a way of arranging the sequences of DNA; RNA;
 or protein to identify regions of similarity that may be a consequence of functional;
 structural; or evolutionary relationships between the sequences.",,,"n:m
1:1",1000000.0,,1000000000000.0,,1e+18,,250000.0,1,,250000000000,1,,2.50E+17,1,,4,,,Bioinformatics
56,23,Sequence Alignment,2.0,"Edit sequence, local alignment",251.0,,,1,1,O(mn^2),^see above,^see above,[https://www.sciencedirect.com/science/article/pii/0022283681900875 Smith–Waterman algorithm (1981)],Smith–Waterman algorithm,1981,https://www.sciencedirect.com/science/article/pii/0022283681900875,,,,0,0,6,"m: 3,
n: 5,
m+n: 6",$O(mn^2)$,"n, m: lengths of input strings; assume n≥m",m+n,,,Word RAM,words,5,"m: 3,
n: 3,
m+n: 5",O(mn),"Uses an m*n array, whose contents are of size O(1)",1.0,0.0,,0,,0,,0,0,,0,0,,"a sequence alignment is a way of arranging the sequences of DNA; RNA;
 or protein to identify regions of similarity that may be a consequence of functional;
 structural; or evolutionary relationships between the sequences.",,,"n:m
1:1",,,,,,,250000.0,1,,,,,,,,4,,,Bioinformatics
